Date,Pays,Filiäre,Valeur (Mt),;
"2022-09,""Norväge"",""Eolien en mer"",,";
"2022-10,""Norväge"",""Eolien en mer"",,";
"2022-11,""Norväge"",""Eolien en mer"",,";
"2022-12,""Norväge"",""Eolien en mer"",,";
"2023-01,""Norväge"",""Eolien en mer"",,";
"2023-02,""Norväge"",""Eolien en mer"",,";
"2023-03,""Norväge"",""Eolien en mer"",,";
"2023-04,""Norväge"",""Eolien en mer"",,";
"2023-05,""Norväge"",""Eolien en mer"",,";
"2023-06,""Norväge"",""Eolien en mer"",,";
"2023-07,""Norväge"",""Eolien en mer"",,";
"2023-08,""Norväge"",""Eolien en mer"",,";
"2023-09,""Norväge"",""Eolien en mer"",,";
"2023-10,""Norväge"",""Eolien en mer"",,";
"2023-11,""Norväge"",""Eolien en mer"",,";
"2023-12,""Norväge"",""Eolien en mer"",,";
"2024-01,""Norväge"",""Eolien en mer"",,";
"2024-02,""Norväge"",""Eolien en mer"",,";
"2024-03,""Norväge"",""Eolien en mer"",,";
"2024-04,""Norväge"",""Eolien en mer"",,";
"2024-05,""Norväge"",""Eolien en mer"",,";
"2024-06,""Norväge"",""Eolien en mer"",,";
"2024-07,""Norväge"",""Eolien en mer"",,";
"2024-08,""Norväge"",""Eolien en mer"",,";
"2024-09,""Norväge"",""Eolien en mer"",,";
"2024-10,""Norväge"",""Eolien en mer"",,";
"2024-11,""Norväge"",""Eolien en mer"",,";
"2024-12,""Norväge"",""Eolien en mer"",,";
"2025-01,""Norväge"",""Eolien en mer"",,";
"2025-02,""Norväge"",""Eolien en mer"",,";
"2025-03,""Norväge"",""Eolien en mer"",,";
"2025-04,""Norväge"",""Eolien en mer"",,";
"2025-05,""Norväge"",""Eolien en mer"",,";
"2025-06,""Norväge"",""Eolien en mer"",,";
"2025-07,""Norväge"",""Eolien en mer"",,";
"2025-08,""Norväge"",""Eolien en mer"",,";
"2025-09,""Norväge"",""Eolien en mer"",,";
"2025-10,""Norväge"",""Eolien en mer"",,";
"2025-11,""Norväge"",""Eolien en mer"",,";
"2016-01,""Norväge"",""Solaire"",,";
"2016-02,""Norväge"",""Solaire"",,";
"2016-03,""Norväge"",""Solaire"",,";
"2016-04,""Norväge"",""Solaire"",,";
"2016-05,""Norväge"",""Solaire"",,";
"2016-06,""Norväge"",""Solaire"",,";
"2016-07,""Norväge"",""Solaire"",,";
"2016-08,""Norväge"",""Solaire"",,";
"2016-09,""Norväge"",""Solaire"",,";
"2016-10,""Norväge"",""Solaire"",,";
"2016-11,""Norväge"",""Solaire"",,";
"2016-12,""Norväge"",""Solaire"",,";
"2017-01,""Norväge"",""Solaire"",,";
"2017-02,""Norväge"",""Solaire"",,";
"2017-03,""Norväge"",""Solaire"",,";
"2017-04,""Norväge"",""Solaire"",,";
"2017-05,""Norväge"",""Solaire"",,";
"2017-06,""Norväge"",""Solaire"",,";
"2017-07,""Norväge"",""Solaire"",,";
"2017-08,""Norväge"",""Solaire"",,";
"2017-09,""Norväge"",""Solaire"",,";
"2017-10,""Norväge"",""Solaire"",,";
"2017-11,""Norväge"",""Solaire"",,";
"2017-12,""Norväge"",""Solaire"",,";
"2018-01,""Norväge"",""Solaire"",,";
"2018-02,""Norväge"",""Solaire"",,";
"2018-03,""Norväge"",""Solaire"",,";
"2018-04,""Norväge"",""Solaire"",,";
"2018-05,""Norväge"",""Solaire"",,";
"2018-06,""Norväge"",""Solaire"",,";
"2018-07,""Norväge"",""Solaire"",,";
"2018-08,""Norväge"",""Solaire"",,";
"2018-09,""Norväge"",""Solaire"",,";
"2018-10,""Norväge"",""Solaire"",,";
"2018-11,""Norväge"",""Solaire"",,";
"2018-12,""Norväge"",""Solaire"",,";
"2019-01,""Norväge"",""Solaire"",,";
"2019-02,""Norväge"",""Solaire"",,";
"2019-03,""Norväge"",""Solaire"",,";
"2019-04,""Norväge"",""Solaire"",,";
"2019-05,""Norväge"",""Solaire"",,";
"2019-06,""Norväge"",""Solaire"",,";
"2019-07,""Norväge"",""Solaire"",,";
"2019-08,""Norväge"",""Solaire"",,";
"2019-09,""Norväge"",""Solaire"",,";
"2019-10,""Norväge"",""Solaire"",,";
"2019-11,""Norväge"",""Solaire"",,";
"2019-12,""Norväge"",""Solaire"",,";
"2020-01,""Norväge"",""Solaire"",,";
"2020-02,""Norväge"",""Solaire"",,";
"2020-03,""Norväge"",""Solaire"",,";
"2020-04,""Norväge"",""Solaire"",,";
"2020-05,""Norväge"",""Solaire"",,";
"2020-06,""Norväge"",""Solaire"",,";
"2020-07,""Norväge"",""Solaire"",,";
"2020-08,""Norväge"",""Solaire"",,";
"2020-09,""Norväge"",""Solaire"",,";
"2020-10,""Norväge"",""Solaire"",,";
"2020-11,""Norväge"",""Solaire"",,";
"2020-12,""Norväge"",""Solaire"",,";
"2021-01,""Norväge"",""Solaire"",,";
"2021-02,""Norväge"",""Solaire"",,";
"2021-03,""Norväge"",""Solaire"",,";
"2021-04,""Norväge"",""Solaire"",,";
"2021-05,""Norväge"",""Solaire"",,";
"2021-06,""Norväge"",""Solaire"",,";
"2021-07,""Norväge"",""Solaire"",,";
"2021-08,""Norväge"",""Solaire"",,";
"2021-09,""Norväge"",""Solaire"",,";
"2021-10,""Norväge"",""Solaire"",,";
"2021-11,""Norväge"",""Solaire"",,";
"2021-12,""Norväge"",""Solaire"",,";
"2022-01,""Norväge"",""Solaire"",,";
"2022-02,""Norväge"",""Solaire"",,";
"2022-03,""Norväge"",""Solaire"",,";
"2022-04,""Norväge"",""Solaire"",,";
"2022-05,""Norväge"",""Solaire"",,";
"2022-06,""Norväge"",""Solaire"",,";
"2022-07,""Norväge"",""Solaire"",,";
"2022-08,""Norväge"",""Solaire"",,";
"2022-09,""Norväge"",""Solaire"",,";
"2022-10,""Norväge"",""Solaire"",,";
"2022-11,""Norväge"",""Solaire"",,";
"2022-12,""Norväge"",""Solaire"",,";
"2023-01,""Norväge"",""Solaire"",,";
"2023-02,""Norväge"",""Solaire"",,";
"2023-03,""Norväge"",""Solaire"",,";
"2023-04,""Norväge"",""Solaire"",,";
"2023-05,""Norväge"",""Solaire"",,";
"2023-06,""Norväge"",""Solaire"",,";
"2023-07,""Norväge"",""Solaire"",,";
"2023-08,""Norväge"",""Solaire"",,";
"2023-09,""Norväge"",""Solaire"",,";
"2023-10,""Norväge"",""Solaire"",,";
"2023-11,""Norväge"",""Solaire"",,";
"2023-12,""Norväge"",""Solaire"",,";
"2024-01,""Norväge"",""Solaire"",,";
"2024-02,""Norväge"",""Solaire"",,";
"2024-03,""Norväge"",""Solaire"",,";
"2024-04,""Norväge"",""Solaire"",,";
"2024-05,""Norväge"",""Solaire"",,";
"2024-06,""Norväge"",""Solaire"",,";
"2024-07,""Norväge"",""Solaire"",,";
"2024-08,""Norväge"",""Solaire"",,";
"2024-09,""Norväge"",""Solaire"",,";
"2024-10,""Norväge"",""Solaire"",,";
"2024-11,""Norväge"",""Solaire"",,";
"2024-12,""Norväge"",""Solaire"",,";
"2025-01,""Norväge"",""Solaire"",,";
"2025-02,""Norväge"",""Solaire"",,";
"2025-03,""Norväge"",""Solaire"",,";
"2025-04,""Norväge"",""Solaire"",,";
"2025-05,""Norväge"",""Solaire"",,";
"2025-06,""Norväge"",""Solaire"",,";
"2025-07,""Norväge"",""Solaire"",,";
"2025-08,""Norväge"",""Solaire"",,";
"2025-09,""Norväge"",""Solaire"",,";
"2025-10,""Norväge"",""Solaire"",,";
"2025-11,""Norväge"",""Solaire"",,";
"2016-01,""Norväge"",""Hydraulique"",,";
"2016-02,""Norväge"",""Hydraulique"",,";
"2016-03,""Norväge"",""Hydraulique"",,";
"2016-04,""Norväge"",""Hydraulique"",,";
"2016-05,""Norväge"",""Hydraulique"",,";
"2016-06,""Norväge"",""Hydraulique"",,";
"2016-07,""Norväge"",""Hydraulique"",,";
"2016-08,""Norväge"",""Hydraulique"",,";
"2016-09,""Norväge"",""Hydraulique"",,";
"2016-10,""Norväge"",""Hydraulique"",,";
"2016-11,""Norväge"",""Hydraulique"",,";
"2016-12,""Norväge"",""Hydraulique"",,";
"2017-01,""Norväge"",""Hydraulique"",,";
"2017-02,""Norväge"",""Hydraulique"",,";
"2017-03,""Norväge"",""Hydraulique"",,";
"2017-04,""Norväge"",""Hydraulique"",,";
"2017-05,""Norväge"",""Hydraulique"",,";
"2017-06,""Norväge"",""Hydraulique"",,";
"2017-07,""Norväge"",""Hydraulique"",,";
"2017-08,""Norväge"",""Hydraulique"",,";
"2017-09,""Norväge"",""Hydraulique"",,";
"2017-10,""Norväge"",""Hydraulique"",,";
"2017-11,""Norväge"",""Hydraulique"",,";
"2017-12,""Norväge"",""Hydraulique"",,";
"2018-01,""Norväge"",""Hydraulique"",,";
"2018-02,""Norväge"",""Hydraulique"",,";
"2018-03,""Norväge"",""Hydraulique"",,";
"2018-04,""Norväge"",""Hydraulique"",,";
"2018-05,""Norväge"",""Hydraulique"",,";
"2018-06,""Norväge"",""Hydraulique"",,";
"2018-07,""Norväge"",""Hydraulique"",,";
"2018-08,""Norväge"",""Hydraulique"",,";
"2018-09,""Norväge"",""Hydraulique"",,";
"2018-10,""Norväge"",""Hydraulique"",,";
"2018-11,""Norväge"",""Hydraulique"",,";
"2018-12,""Norväge"",""Hydraulique"",,";
"2019-01,""Norväge"",""Hydraulique"",,";
"2019-02,""Norväge"",""Hydraulique"",,";
"2019-03,""Norväge"",""Hydraulique"",,";
"2019-04,""Norväge"",""Hydraulique"",,";
"2019-05,""Norväge"",""Hydraulique"",,";
"2019-06,""Norväge"",""Hydraulique"",,";
"2019-07,""Norväge"",""Hydraulique"",,";
"2019-08,""Norväge"",""Hydraulique"",,";
"2019-09,""Norväge"",""Hydraulique"",,";
"2019-10,""Norväge"",""Hydraulique"",,";
"2019-11,""Norväge"",""Hydraulique"",,";
"2019-12,""Norväge"",""Hydraulique"",,";
"2020-01,""Norväge"",""Hydraulique"",,";
"2020-02,""Norväge"",""Hydraulique"",,";
"2020-03,""Norväge"",""Hydraulique"",,";
"2020-04,""Norväge"",""Hydraulique"",,";
"2020-05,""Norväge"",""Hydraulique"",,";
"2020-06,""Norväge"",""Hydraulique"",,";
"2020-07,""Norväge"",""Hydraulique"",,";
"2020-08,""Norväge"",""Hydraulique"",,";
"2020-09,""Norväge"",""Hydraulique"",,";
"2020-10,""Norväge"",""Hydraulique"",,";
"2020-11,""Norväge"",""Hydraulique"",,";
"2020-12,""Norväge"",""Hydraulique"",,";
"2021-01,""Norväge"",""Hydraulique"",,";
"2021-02,""Norväge"",""Hydraulique"",,";
"2021-03,""Norväge"",""Hydraulique"",,";
"2021-04,""Norväge"",""Hydraulique"",,";
"2021-05,""Norväge"",""Hydraulique"",,";
"2021-06,""Norväge"",""Hydraulique"",,";
"2021-07,""Norväge"",""Hydraulique"",,";
"2021-08,""Norväge"",""Hydraulique"",,";
"2021-09,""Norväge"",""Hydraulique"",,";
"2021-10,""Norväge"",""Hydraulique"",,";
"2021-11,""Norväge"",""Hydraulique"",,";
"2021-12,""Norväge"",""Hydraulique"",,";
"2022-01,""Norväge"",""Hydraulique"",,";
"2022-02,""Norväge"",""Hydraulique"",,";
"2022-03,""Norväge"",""Hydraulique"",,";
"2022-04,""Norväge"",""Hydraulique"",,";
"2022-05,""Norväge"",""Hydraulique"",,";
"2022-06,""Norväge"",""Hydraulique"",,";
"2022-07,""Norväge"",""Hydraulique"",,";
"2022-08,""Norväge"",""Hydraulique"",,";
"2022-09,""Norväge"",""Hydraulique"",,";
"2022-10,""Norväge"",""Hydraulique"",,";
"2022-11,""Norväge"",""Hydraulique"",,";
"2022-12,""Norväge"",""Hydraulique"",,";
"2023-01,""Norväge"",""Hydraulique"",,";
"2023-02,""Norväge"",""Hydraulique"",,";
"2023-03,""Norväge"",""Hydraulique"",,";
"2023-04,""Norväge"",""Hydraulique"",,";
"2023-05,""Norväge"",""Hydraulique"",,";
"2023-06,""Norväge"",""Hydraulique"",,";
"2023-07,""Norväge"",""Hydraulique"",,";
"2023-08,""Norväge"",""Hydraulique"",,";
"2023-09,""Norväge"",""Hydraulique"",,";
"2023-10,""Norväge"",""Hydraulique"",,";
"2023-11,""Norväge"",""Hydraulique"",,";
"2023-12,""Norväge"",""Hydraulique"",,";
"2024-01,""Norväge"",""Hydraulique"",,";
"2024-02,""Norväge"",""Hydraulique"",,";
"2024-03,""Norväge"",""Hydraulique"",,";
"2024-04,""Norväge"",""Hydraulique"",,";
"2024-05,""Norväge"",""Hydraulique"",,";
"2024-06,""Norväge"",""Hydraulique"",,";
"2024-07,""Norväge"",""Hydraulique"",,";
"2024-08,""Norväge"",""Hydraulique"",,";
"2024-09,""Norväge"",""Hydraulique"",,";
"2024-10,""Norväge"",""Hydraulique"",,";
"2024-11,""Norväge"",""Hydraulique"",,";
"2024-12,""Norväge"",""Hydraulique"",,";
"2025-01,""Norväge"",""Hydraulique"",,";
"2025-02,""Norväge"",""Hydraulique"",,";
"2025-03,""Norväge"",""Hydraulique"",,";
"2025-04,""Norväge"",""Hydraulique"",,";
"2025-05,""Norväge"",""Hydraulique"",,";
"2025-06,""Norväge"",""Hydraulique"",,";
"2025-07,""Norväge"",""Hydraulique"",,";
"2025-08,""Norväge"",""Hydraulique"",,";
"2025-09,""Norväge"",""Hydraulique"",,";
"2025-10,""Norväge"",""Hydraulique"",,";
"2025-11,""Norväge"",""Hydraulique"",,";
"2016-01,""Norväge"",""Fioul"",,";
"2016-02,""Norväge"",""Fioul"",,";
"2016-03,""Norväge"",""Fioul"",,";
"2016-04,""Norväge"",""Fioul"",,";
"2016-05,""Norväge"",""Fioul"",,";
"2016-06,""Norväge"",""Fioul"",,";
"2016-07,""Norväge"",""Fioul"",,";
"2016-08,""Norväge"",""Fioul"",,";
"2016-09,""Norväge"",""Fioul"",,";
"2016-10,""Norväge"",""Fioul"",,";
"2016-11,""Norväge"",""Fioul"",,";
"2016-12,""Norväge"",""Fioul"",,";
"2017-01,""Norväge"",""Fioul"",,";
"2017-02,""Norväge"",""Fioul"",,";
"2017-03,""Norväge"",""Fioul"",,";
"2017-04,""Norväge"",""Fioul"",,";
"2017-05,""Norväge"",""Fioul"",,";
"2017-06,""Norväge"",""Fioul"",,";
"2017-07,""Norväge"",""Fioul"",,";
"2017-08,""Norväge"",""Fioul"",,";
"2017-09,""Norväge"",""Fioul"",,";
"2017-10,""Norväge"",""Fioul"",,";
"2017-11,""Norväge"",""Fioul"",,";
"2017-12,""Norväge"",""Fioul"",,";
"2018-01,""Norväge"",""Fioul"",,";
"2018-02,""Norväge"",""Fioul"",,";
"2018-03,""Norväge"",""Fioul"",,";
"2018-04,""Norväge"",""Fioul"",,";
"2018-05,""Norväge"",""Fioul"",,";
"2018-06,""Norväge"",""Fioul"",,";
"2018-07,""Norväge"",""Fioul"",,";
"2018-08,""Norväge"",""Fioul"",,";
"2018-09,""Norväge"",""Fioul"",,";
"2018-10,""Norväge"",""Fioul"",,";
"2018-11,""Norväge"",""Fioul"",,";
"2018-12,""Norväge"",""Fioul"",,";
"2019-01,""Norväge"",""Fioul"",,";
"2019-02,""Norväge"",""Fioul"",,";
"2019-03,""Norväge"",""Fioul"",,";
"2019-04,""Norväge"",""Fioul"",,";
"2019-05,""Norväge"",""Fioul"",,";
"2019-06,""Norväge"",""Fioul"",,";
"2019-07,""Norväge"",""Fioul"",,";
"2019-08,""Norväge"",""Fioul"",,";
"2019-09,""Norväge"",""Fioul"",,";
"2019-10,""Norväge"",""Fioul"",,";
"2019-11,""Norväge"",""Fioul"",,";
"2019-12,""Norväge"",""Fioul"",,";
"2020-01,""Norväge"",""Fioul"",,";
"2020-02,""Norväge"",""Fioul"",,";
"2020-03,""Norväge"",""Fioul"",,";
"2020-04,""Norväge"",""Fioul"",,";
"2020-05,""Norväge"",""Fioul"",,";
"2020-06,""Norväge"",""Fioul"",,";
"2020-07,""Norväge"",""Fioul"",,";
"2020-08,""Norväge"",""Fioul"",,";
"2020-09,""Norväge"",""Fioul"",,";
"2020-10,""Norväge"",""Fioul"",,";
"2020-11,""Norväge"",""Fioul"",,";
"2020-12,""Norväge"",""Fioul"",,";
"2021-01,""Norväge"",""Fioul"",,";
"2021-02,""Norväge"",""Fioul"",,";
"2021-03,""Norväge"",""Fioul"",,";
"2021-04,""Norväge"",""Fioul"",,";
"2021-05,""Norväge"",""Fioul"",,";
"2021-06,""Norväge"",""Fioul"",,";
"2021-07,""Norväge"",""Fioul"",,";
"2021-08,""Norväge"",""Fioul"",,";
"2021-09,""Norväge"",""Fioul"",,";
"2021-10,""Norväge"",""Fioul"",,";
"2021-11,""Norväge"",""Fioul"",,";
"2021-12,""Norväge"",""Fioul"",,";
"2022-01,""Norväge"",""Fioul"",,";
"2022-02,""Norväge"",""Fioul"",,";
"2022-03,""Norväge"",""Fioul"",,";
"2022-04,""Norväge"",""Fioul"",,";
"2022-05,""Norväge"",""Fioul"",,";
"2022-06,""Norväge"",""Fioul"",,";
"2022-07,""Norväge"",""Fioul"",,";
"2022-08,""Norväge"",""Fioul"",,";
"2022-09,""Norväge"",""Fioul"",,";
"2022-10,""Norväge"",""Fioul"",,";
"2022-11,""Norväge"",""Fioul"",,";
"2022-12,""Norväge"",""Fioul"",,";
"2023-01,""Norväge"",""Fioul"",,";
"2023-02,""Norväge"",""Fioul"",,";
"2023-03,""Norväge"",""Fioul"",,";
"2023-04,""Norväge"",""Fioul"",,";
"2023-05,""Norväge"",""Fioul"",,";
"2023-06,""Norväge"",""Fioul"",,";
"2023-07,""Norväge"",""Fioul"",,";
"2023-08,""Norväge"",""Fioul"",,";
"2023-09,""Norväge"",""Fioul"",,";
"2023-10,""Norväge"",""Fioul"",,";
"2023-11,""Norväge"",""Fioul"",,";
"2023-12,""Norväge"",""Fioul"",,";
"2024-01,""Norväge"",""Fioul"",,";
"2024-02,""Norväge"",""Fioul"",,";
"2024-03,""Norväge"",""Fioul"",,";
"2024-04,""Norväge"",""Fioul"",,";
"2024-05,""Norväge"",""Fioul"",,";
"2024-06,""Norväge"",""Fioul"",,";
"2024-07,""Norväge"",""Fioul"",,";
"2024-08,""Norväge"",""Fioul"",,";
"2024-09,""Norväge"",""Fioul"",,";
"2024-10,""Norväge"",""Fioul"",,";
"2024-11,""Norväge"",""Fioul"",,";
"2024-12,""Norväge"",""Fioul"",,";
"2025-01,""Norväge"",""Fioul"",,";
"2025-02,""Norväge"",""Fioul"",,";
"2025-03,""Norväge"",""Fioul"",,";
"2025-04,""Norväge"",""Fioul"",,";
"2025-05,""Norväge"",""Fioul"",,";
"2025-06,""Norväge"",""Fioul"",,";
"2025-07,""Norväge"",""Fioul"",,";
"2025-08,""Norväge"",""Fioul"",,";
"2025-09,""Norväge"",""Fioul"",,";
"2025-10,""Norväge"",""Fioul"",,";
"2025-11,""Norväge"",""Fioul"",,";
"2016-01,""Norväge"",""Gaz"",0,1212052593";
"2016-02,""Norväge"",""Gaz"",0,11572689105";
"2016-03,""Norväge"",""Gaz"",0,12000556845";
"2016-04,""Norväge"",""Gaz"",0,11289176985";
"2016-05,""Norväge"",""Gaz"",0,1120935666";
"2016-06,""Norväge"",""Gaz"",0,958198077";
"2016-07,""Norväge"",""Gaz"",0,1091617971";
"2016-08,""Norväge"",""Gaz"",0,1123776651";
"2016-09,""Norväge"",""Gaz"",0,8179366335";
"2016-10,""Norväge"",""Gaz"",0,103995015";
"2016-11,""Norväge"",""Gaz"",0,10766920335";
"2016-12,""Norväge"",""Gaz"",0,11354753235";
"2017-01,""Norväge"",""Gaz"",0,1123535835";
"2017-02,""Norväge"",""Gaz"",0,1055526195";
"2017-03,""Norväge"",""Gaz"",0,11442422265";
"2017-04,""Norväge"",""Gaz"",0,10730588265";
"2017-05,""Norväge"",""Gaz"",0,7273228275";
"2017-06,""Norväge"",""Gaz"",0,924299484";
"2017-07,""Norväge"",""Gaz"",0,1165955121";
"2017-08,""Norväge"",""Gaz"",0,11484561585";
"2017-09,""Norväge"",""Gaz"",0,10379370135";
"2017-10,""Norväge"",""Gaz"",0,116356062";
"2017-11,""Norväge"",""Gaz"",0,1102049532";
"2017-12,""Norväge"",""Gaz"",0,1127195751";
"2018-01,""Norväge"",""Gaz"",0,11276869965";
"2018-02,""Norväge"",""Gaz"",0,10210716285";
"2018-03,""Norväge"",""Gaz"",0,11279039745";
"2018-04,""Norväge"",""Gaz"",0,1103387592";
"2018-05,""Norväge"",""Gaz"",0,1073799153";
"2018-06,""Norväge"",""Gaz"",0,10622532525";
"2018-07,""Norväge"",""Gaz"",0,11543875575";
"2018-08,""Norväge"",""Gaz"",0,11819977035";
"2018-09,""Norväge"",""Gaz"",0,11361511395";
"2018-10,""Norväge"",""Gaz"",0,1060396281";
"2018-11,""Norväge"",""Gaz"",0,10937998005";
"2018-12,""Norväge"",""Gaz"",0,1176620451";
"2019-01,""Norväge"",""Gaz"",0,10057773765";
"2019-02,""Norväge"",""Gaz"",0,1004271972";
"2019-03,""Norväge"",""Gaz"",0,11510962605";
"2019-04,""Norväge"",""Gaz"",0,11222645475";
"2019-05,""Norväge"",""Gaz"",0,11153496135";
"2019-06,""Norväge"",""Gaz"",0,10854699855";
"2019-07,""Norväge"",""Gaz"",0,1046484546";
"2019-08,""Norväge"",""Gaz"",0,10314937935";
"2019-09,""Norväge"",""Gaz"",0,1014362319";
"2019-10,""Norväge"",""Gaz"",0,10686883815";
"2019-11,""Norväge"",""Gaz"",0,1087660776";
"2019-12,""Norväge"",""Gaz"",0,11500986315";
"2020-01,""Norväge"",""Gaz"",0,11582274765";
"2020-02,""Norväge"",""Gaz"",0,1077223473";
"2020-03,""Norväge"",""Gaz"",0,11284676475";
"2020-04,""Norväge"",""Gaz"",0,1116392439";
"2020-05,""Norväge"",""Gaz"",0,872117928";
"2020-06,""Norväge"",""Gaz"",0,7966887105";
"2020-07,""Norväge"",""Gaz"",0,8473903095";
"2020-08,""Norväge"",""Gaz"",0,8363714115";
"2020-09,""Norväge"",""Gaz"",0,520051635";
"2020-10,""Norväge"",""Gaz"",0,34187781";
"2020-11,""Norväge"",""Gaz"",0,23802069";
"2020-12,""Norväge"",""Gaz"",0,2659523445";
"2021-01,""Norväge"",""Gaz"",0,2599644825";
"2021-02,""Norväge"",""Gaz"",0,2340904215";
"2021-03,""Norväge"",""Gaz"",0,27272586";
"2021-04,""Norväge"",""Gaz"",0,253750812";
"2021-05,""Norväge"",""Gaz"",0,2714021115";
"2021-06,""Norväge"",""Gaz"",0,244795206";
"2021-07,""Norväge"",""Gaz"",0,291859074";
"2021-08,""Norväge"",""Gaz"",0,2967975855";
"2021-09,""Norväge"",""Gaz"",0,273408375";
"2021-10,""Norväge"",""Gaz"",0,271501161";
"2021-11,""Norväge"",""Gaz"",0,2747039355";
"2021-12,""Norväge"",""Gaz"",0,2753188515";
"2022-01,""Norväge"",""Gaz"",0,2743815135";
"2022-02,""Norväge"",""Gaz"",0,254207127";
"2022-03,""Norväge"",""Gaz"",0,2760178965";
"2022-04,""Norväge"",""Gaz"",0,224717172";
"2022-05,""Norväge"",""Gaz"",0,1832909475";
"2022-06,""Norväge"",""Gaz"",0,4025558295";
"2022-07,""Norväge"",""Gaz"",0,580517679";
"2022-08,""Norväge"",""Gaz"",0,6847879185";
"2022-09,""Norväge"",""Gaz"",0,6348029385";
"2022-10,""Norväge"",""Gaz"",0,661351728";
"2022-11,""Norväge"",""Gaz"",0,606103335";
"2022-12,""Norväge"",""Gaz"",0,657888258";
"2023-01,""Norväge"",""Gaz"",0,636018198";
"2023-02,""Norväge"",""Gaz"",0,583395291";
"2023-03,""Norväge"",""Gaz"",0,6233381655";
"2023-04,""Norväge"",""Gaz"",0,6773355855";
"2023-05,""Norväge"",""Gaz"",0,1965021585";
"2023-06,""Norväge"",""Gaz"",0,118435362";
"2023-07,""Norväge"",""Gaz"",0,292938831";
"2023-08,""Norväge"",""Gaz"",0,624446415";
"2023-09,""Norväge"",""Gaz"",0,580337937";
"2023-10,""Norväge"",""Gaz"",0,674990283";
"2023-11,""Norväge"",""Gaz"",0,669338502";
"2023-12,""Norväge"",""Gaz"",0,684819717";
"2024-01,""Norväge"",""Gaz"",0,655240674";
"2024-02,""Norväge"",""Gaz"",0,6059962815";
"2024-03,""Norväge"",""Gaz"",0,673374867";
"2024-04,""Norväge"",""Gaz"",0,6017746065";
"2024-05,""Norväge"",""Gaz"",0,587569377";
"2024-06,""Norväge"",""Gaz"",0,539094717";
"2024-07,""Norväge"",""Gaz"",0,5643650415";
"2024-08,""Norväge"",""Gaz"",0,5538413475";
"2024-09,""Norväge"",""Gaz"",0,5606287395";
"2024-10,""Norväge"",""Gaz"",0,632316435";
"2024-11,""Norväge"",""Gaz"",0,560963646";
"2024-12,""Norväge"",""Gaz"",0,551225127";
"2025-01,""Norväge"",""Gaz"",0,5369644785";
"2025-02,""Norväge"",""Gaz"",0,468814986";
"2025-03,""Norväge"",""Gaz"",0,518368359";
"2025-04,""Norväge"",""Gaz"",0,40844344575";
"2025-05,""Norväge"",""Gaz"",0,136845345";
"2025-06,""Norväge"",""Gaz"",0,109212546375";
"2025-07,""Norväge"",""Gaz"",0,13142309175";
"2025-08,""Norväge"",""Gaz"",0,325180911375";
"2025-09,""Norväge"",""Gaz"",0,528918859875";
"2025-10,""Norväge"",""Gaz"",0,49686801368017";
"2025-11,""Norväge"",""Gaz"",0,5435841968703";
"2016-01,""Norväge"",""Charbon"",,";
"2016-02,""Norväge"",""Charbon"",,";
"2016-03,""Norväge"",""Charbon"",,";
"2016-04,""Norväge"",""Charbon"",,";
"2016-05,""Norväge"",""Charbon"",,";
"2016-06,""Norväge"",""Charbon"",,";
"2016-07,""Norväge"",""Charbon"",,";
"2016-08,""Norväge"",""Charbon"",,";
"2016-09,""Norväge"",""Charbon"",,";
"2016-10,""Norväge"",""Charbon"",,";
"2016-11,""Norväge"",""Charbon"",,";
"2016-12,""Norväge"",""Charbon"",,";
"2017-01,""Norväge"",""Charbon"",,";
"2017-02,""Norväge"",""Charbon"",,";
"2017-03,""Norväge"",""Charbon"",,";
"2017-04,""Norväge"",""Charbon"",,";
"2017-05,""Norväge"",""Charbon"",,";
"2017-06,""Norväge"",""Charbon"",,";
"2017-07,""Norväge"",""Charbon"",,";
"2017-08,""Norväge"",""Charbon"",,";
"2017-09,""Norväge"",""Charbon"",,";
"2017-10,""Norväge"",""Charbon"",,";
"2017-11,""Norväge"",""Charbon"",,";
"2017-12,""Norväge"",""Charbon"",,";
"2018-01,""Norväge"",""Charbon"",,";
"2018-02,""Norväge"",""Charbon"",,";
"2018-03,""Norväge"",""Charbon"",,";
"2018-04,""Norväge"",""Charbon"",,";
"2018-05,""Norväge"",""Charbon"",,";
"2018-06,""Norväge"",""Charbon"",,";
"2018-07,""Norväge"",""Charbon"",,";
"2018-08,""Norväge"",""Charbon"",,";
"2018-09,""Norväge"",""Charbon"",,";
"2018-10,""Norväge"",""Charbon"",,";
"2018-11,""Norväge"",""Charbon"",,";
"2018-12,""Norväge"",""Charbon"",,";
"2019-01,""Norväge"",""Charbon"",,";
"2019-02,""Norväge"",""Charbon"",,";
"2019-03,""Norväge"",""Charbon"",,";
"2019-04,""Norväge"",""Charbon"",,";
"2019-05,""Norväge"",""Charbon"",,";
"2019-06,""Norväge"",""Charbon"",,";
"2019-07,""Norväge"",""Charbon"",,";
"2019-08,""Norväge"",""Charbon"",,";
"2019-09,""Norväge"",""Charbon"",,";
"2019-10,""Norväge"",""Charbon"",,";
"2019-11,""Norväge"",""Charbon"",,";
"2019-12,""Norväge"",""Charbon"",,";
"2020-01,""Norväge"",""Charbon"",,";
"2020-02,""Norväge"",""Charbon"",,";
"2020-03,""Norväge"",""Charbon"",,";
"2020-04,""Norväge"",""Charbon"",,";
