Date;Pays;Filière;Valeur (TWh)
2020-06;Lettonie;Consommation brute;0,527454
2020-07;Lettonie;Consommation brute;0,545436
2020-08;Lettonie;Consommation brute;0,561759
2020-09;Lettonie;Consommation brute;0,558471
2020-10;Lettonie;Consommation brute;0,610108
2020-11;Lettonie;Consommation brute;0,606137
2020-12;Lettonie;Consommation brute;0,653207
2021-01;Lettonie;Consommation brute;0,662118
2021-02;Lettonie;Consommation brute;0,623709
2021-03;Lettonie;Consommation brute;0,639804
2021-04;Lettonie;Consommation brute;0,576363
2021-05;Lettonie;Consommation brute;0,572545
2021-06;Lettonie;Consommation brute;0,551894
2021-07;Lettonie;Consommation brute;0,593705
2021-08;Lettonie;Consommation brute;0,576396
2021-09;Lettonie;Consommation brute;0,583741
2021-10;Lettonie;Consommation brute;0,606204
2021-11;Lettonie;Consommation brute;0,621373
2021-12;Lettonie;Consommation brute;0,70412
2022-01;Lettonie;Consommation brute;0,671032
2022-02;Lettonie;Consommation brute;0,604005
2022-03;Lettonie;Consommation brute;0,641611
2022-04;Lettonie;Consommation brute;0,560336
2022-05;Lettonie;Consommation brute;0,55081
2022-06;Lettonie;Consommation brute;0,511927
2022-07;Lettonie;Consommation brute;0,519361
2022-08;Lettonie;Consommation brute;0,543012
2022-09;Lettonie;Consommation brute;0,50199
2022-10;Lettonie;Consommation brute;0,540747
2022-11;Lettonie;Consommation brute;0,554399
2022-12;Lettonie;Consommation brute;0,613238
2023-01;Lettonie;Consommation brute;0,608767
2023-02;Lettonie;Consommation brute;0,551449
2023-03;Lettonie;Consommation brute;0,584727
2023-04;Lettonie;Consommation brute;0,505404
2023-05;Lettonie;Consommation brute;0,4929
2023-06;Lettonie;Consommation brute;0,469935
2023-07;Lettonie;Consommation brute;0,474607
2023-08;Lettonie;Consommation brute;0,514392
2023-09;Lettonie;Consommation brute;0,478832
2023-10;Lettonie;Consommation brute;0,564282
2023-11;Lettonie;Consommation brute;0,585773
2023-12;Lettonie;Consommation brute;0,637442
2024-01;Lettonie;Consommation brute;0,696142
2024-02;Lettonie;Consommation brute;0,611077
2024-03;Lettonie;Consommation brute;0,59831
2024-04;Lettonie;Consommation brute;0,55742
2024-05;Lettonie;Consommation brute;0,536992
2024-06;Lettonie;Consommation brute;0,507653
2024-07;Lettonie;Consommation brute;0,541635
2024-08;Lettonie;Consommation brute;0,54607663
2024-09;Lettonie;Consommation brute;0,526821119
2024-10;Lettonie;Consommation brute;0,59518242
2024-11;Lettonie;Consommation brute;0,61708095
2024-12;Lettonie;Consommation brute;0,64549353
2025-01;Lettonie;Consommation brute;0,6553831
2025-02;Lettonie;Consommation brute;0,621040551
2025-03;Lettonie;Consommation brute;0,62264953
2025-04;Lettonie;Consommation brute;0,56316241
2025-05;Lettonie;Consommation brute;0,56269386
2025-06;Lettonie;Consommation brute;0,51906538
2025-07;Lettonie;Consommation brute;0,562509209
2025-08;Lettonie;Consommation brute;0,566500238
2025-09;Lettonie;Consommation brute;0,56473791
2025-10;Lettonie;Consommation brute;0,633180142
2025-11;Lettonie;Consommation brute;0,62748
2016-01;Pays-Bas;Consommation brute;10,28014525
2016-02;Pays-Bas;Consommation brute;9,560303295
2016-03;Pays-Bas;Consommation brute;9,833040977
2016-04;Pays-Bas;Consommation brute;8,9003375
2016-05;Pays-Bas;Consommation brute;9,01978075
2016-06;Pays-Bas;Consommation brute;9,03583425
2016-07;Pays-Bas;Consommation brute;9,18366025
2016-08;Pays-Bas;Consommation brute;8,994853
2016-09;Pays-Bas;Consommation brute;9,211062
2016-10;Pays-Bas;Consommation brute;9,63791825
2016-11;Pays-Bas;Consommation brute;9,97698275
2016-12;Pays-Bas;Consommation brute;10,36980725
2017-01;Pays-Bas;Consommation brute;10,57765225
2017-02;Pays-Bas;Consommation brute;9,40111425
2017-03;Pays-Bas;Consommation brute;9,658309
2017-04;Pays-Bas;Consommation brute;8,66931275
2017-05;Pays-Bas;Consommation brute;9,154594
2017-06;Pays-Bas;Consommation brute;8,9952325
2017-07;Pays-Bas;Consommation brute;9,1796875
2017-08;Pays-Bas;Consommation brute;8,9497405
2017-09;Pays-Bas;Consommation brute;9,08393975
2017-10;Pays-Bas;Consommation brute;9,680133
2017-11;Pays-Bas;Consommation brute;9,97175175
2017-12;Pays-Bas;Consommation brute;10,51344675
2018-01;Pays-Bas;Consommation brute;10,58617725
2018-02;Pays-Bas;Consommation brute;9,4902035
2018-03;Pays-Bas;Consommation brute;10,086549
2018-04;Pays-Bas;Consommation brute;8,85984875
2018-05;Pays-Bas;Consommation brute;9,065177
2018-06;Pays-Bas;Consommation brute;8,879343
2018-07;Pays-Bas;Consommation brute;9,3221545
2018-08;Pays-Bas;Consommation brute;9,21783775
2018-09;Pays-Bas;Consommation brute;9,05117925
2018-10;Pays-Bas;Consommation brute;9,67694025
2018-11;Pays-Bas;Consommation brute;10,02376325
2018-12;Pays-Bas;Consommation brute;10,46181732
2019-01;Pays-Bas;Consommation brute;10,69295478
2019-02;Pays-Bas;Consommation brute;9,397190215
2019-03;Pays-Bas;Consommation brute;10,02900218
2019-04;Pays-Bas;Consommation brute;8,967329392
2019-05;Pays-Bas;Consommation brute;9,044045709
2019-06;Pays-Bas;Consommation brute;8,643985709
2019-07;Pays-Bas;Consommation brute;9,172262015
2019-08;Pays-Bas;Consommation brute;9,057910334
2019-09;Pays-Bas;Consommation brute;8,958770369
2019-10;Pays-Bas;Consommation brute;9,797471457
2019-11;Pays-Bas;Consommation brute;9,971016662
2019-12;Pays-Bas;Consommation brute;10,16908644
2020-01;Pays-Bas;Consommation brute;10,39343871
2020-02;Pays-Bas;Consommation brute;9,529176924
2020-03;Pays-Bas;Consommation brute;9,236039781
2020-04;Pays-Bas;Consommation brute;7,888398969
2020-05;Pays-Bas;Consommation brute;8,106734671
2020-06;Pays-Bas;Consommation brute;8,203154485
2020-07;Pays-Bas;Consommation brute;8,449365028
2020-08;Pays-Bas;Consommation brute;8,790251724
2020-09;Pays-Bas;Consommation brute;8,646172398
2020-10;Pays-Bas;Consommation brute;9,336146147
2020-11;Pays-Bas;Consommation brute;9,464897575
2020-12;Pays-Bas;Consommation brute;10,10341207
2021-01;Pays-Bas;Consommation brute;10,12018133
2021-02;Pays-Bas;Consommation brute;8,90612486
2021-03;Pays-Bas;Consommation brute;9,180306959
2021-04;Pays-Bas;Consommation brute;8,076397706
2021-05;Pays-Bas;Consommation brute;8,141466988
2021-06;Pays-Bas;Consommation brute;8,151233186
2021-07;Pays-Bas;Consommation brute;8,465987265
2021-08;Pays-Bas;Consommation brute;8,239589282
2021-09;Pays-Bas;Consommation brute;8,494486554
2021-10;Pays-Bas;Consommation brute;9,06694367
2021-11;Pays-Bas;Consommation brute;9,564702388
2021-12;Pays-Bas;Consommation brute;9,979269097
2022-01;Pays-Bas;Consommation brute;9,921571607
2022-02;Pays-Bas;Consommation brute;8,55337874
2022-03;Pays-Bas;Consommation brute;8,385290075
2022-04;Pays-Bas;Consommation brute;7,831351008
2022-05;Pays-Bas;Consommation brute;7,779542743
2022-06;Pays-Bas;Consommation brute;7,532649915
2022-07;Pays-Bas;Consommation brute;7,882006864
2022-08;Pays-Bas;Consommation brute;7,858604788
2022-09;Pays-Bas;Consommation brute;7,905306738
2022-10;Pays-Bas;Consommation brute;8,248071118
2022-11;Pays-Bas;Consommation brute;8,812077692
2022-12;Pays-Bas;Consommation brute;9,676476786
2023-01;Pays-Bas;Consommation brute;9,528266479
2023-02;Pays-Bas;Consommation brute;8,1287549
2023-03;Pays-Bas;Consommation brute;8,522548189
2023-04;Pays-Bas;Consommation brute;8,680062604
2023-05;Pays-Bas;Consommation brute;8,729874201
2023-06;Pays-Bas;Consommation brute;8,802098314
2023-07;Pays-Bas;Consommation brute;8,86830755
2023-08;Pays-Bas;Consommation brute;8,828794814
2023-09;Pays-Bas;Consommation brute;9,043744263
2023-10;Pays-Bas;Consommation brute;9,645776012
2023-11;Pays-Bas;Consommation brute;10,06591568
2023-12;Pays-Bas;Consommation brute;10,5523119
2024-01;Pays-Bas;Consommation brute;10,96204944
2024-02;Pays-Bas;Consommation brute;9,766311739
2024-03;Pays-Bas;Consommation brute;9,65929213
2024-04;Pays-Bas;Consommation brute;8,897777383
2024-05;Pays-Bas;Consommation brute;8,92013156
2024-06;Pays-Bas;Consommation brute;8,568117374
2024-07;Pays-Bas;Consommation brute;9,08451956
2024-08;Pays-Bas;Consommation brute;9,135398814
2024-09;Pays-Bas;Consommation brute;9,069033933
2024-10;Pays-Bas;Consommation brute;9,780637614
2024-11;Pays-Bas;Consommation brute;10,35677336
2024-12;Pays-Bas;Consommation brute;10,84557243
2025-01;Pays-Bas;Consommation brute;11,2741934
2025-02;Pays-Bas;Consommation brute;9,944253921
2025-03;Pays-Bas;Consommation brute;9,631708306
2025-04;Pays-Bas;Consommation brute;8,807666871
2025-05;Pays-Bas;Consommation brute;8,968109499
2025-06;Pays-Bas;Consommation brute;8,834023507
2025-07;Pays-Bas;Consommation brute;9,207285291
2025-08;Pays-Bas;Consommation brute;9,089930242
2025-09;Pays-Bas;Consommation brute;9,257137888
2025-10;Pays-Bas;Consommation brute;10,15814836
2025-11;Pays-Bas;Consommation brute;9,581508983
2016-01;Norvège;Consommation brute;15,1143898
2016-02;Norvège;Consommation brute;13,15216783
2016-03;Norvège;Consommation brute;12,69239633
2016-04;Norvège;Consommation brute;11,01722754
2016-05;Norvège;Consommation brute;9,593980863
2016-06;Norvège;Consommation brute;8,464681418
2016-07;Norvège;Consommation brute;8,019252342
2016-08;Norvège;Consommation brute;8,710357806
2016-09;Norvège;Consommation brute;8,636684185
2016-10;Norvège;Consommation brute;10,98962687
2016-11;Norvège;Consommation brute;12,69615414
2016-12;Norvège;Consommation brute;13,05315531
2017-01;Norvège;Consommation brute;13,88646634
2017-02;Norvège;Consommation brute;12,6108968
2017-03;Norvège;Consommation brute;12,84480882
2017-04;Norvège;Consommation brute;11,04031804
2017-05;Norvège;Consommation brute;9,758970247
2017-06;Norvège;Consommation brute;8,677273228
2017-07;Norvège;Consommation brute;8,420027667
2017-08;Norvège;Consommation brute;8,91765794
2017-09;Norvège;Consommation brute;9,17830068
2017-10;Norvège;Consommation brute;10,89746036
2017-11;Norvège;Consommation brute;12,61130402
2017-12;Norvège;Consommation brute;14,04499809
2018-01;Norvège;Consommation brute;14,51682813
2018-02;Norvège;Consommation brute;13,43882618
2018-03;Norvège;Consommation brute;14,17444528
2018-04;Norvège;Consommation brute;11,20641187
2018-05;Norvège;Consommation brute;9,423264595
2018-06;Norvège;Consommation brute;8,706682211
2018-07;Norvège;Consommation brute;8,356937769
2018-08;Norvège;Consommation brute;8,890072964
2018-09;Norvège;Consommation brute;9,464581838
2018-10;Norvège;Consommation brute;11,34708454
2018-11;Norvège;Consommation brute;12,12517879
2018-12;Norvège;Consommation brute;13,84119716
2019-01;Norvège;Consommation brute;14,55237526
2019-02;Norvège;Consommation brute;12,30698497
2019-03;Norvège;Consommation brute;13,00138376
2019-04;Norvège;Consommation brute;10,43334411
2019-05;Norvège;Consommation brute;9,890848836
2019-06;Norvège;Consommation brute;8,773235285
2019-07;Norvège;Consommation brute;8,498175438
2019-08;Norvège;Consommation brute;8,701584876
2019-09;Norvège;Consommation brute;9,325868327
2019-10;Norvège;Consommation brute;11,39945132
2019-11;Norvège;Consommation brute;13,05629999
2019-12;Norvège;Consommation brute;13,53155
2020-01;Norvège;Consommation brute;13,35678237
2020-02;Norvège;Consommation brute;12,78881692
2020-03;Norvège;Consommation brute;13,10951175
2020-04;Norvège;Consommation brute;10,98896564
2020-05;Norvège;Consommation brute;10,21537631
2020-06;Norvège;Consommation brute;8,540062226
2020-07;Norvège;Consommation brute;8,773273992
2020-08;Norvège;Consommation brute;9,010605308
2020-09;Norvège;Consommation brute;9,484464091
2020-10;Norvège;Consommation brute;11,15235394
2020-11;Norvège;Consommation brute;11,89808275
2020-12;Norvège;Consommation brute;13,54478584
2021-01;Norvège;Consommation brute;15,65247754
2021-02;Norvège;Consommation brute;13,92021904
2021-03;Norvège;Consommation brute;13,14427076
2021-04;Norvège;Consommation brute;11,60781365
2021-05;Norvège;Consommation brute;10,50665665
2021-06;Norvège;Consommation brute;8,887360733
2021-07;Norvège;Consommation brute;8,800928877
2021-08;Norvège;Consommation brute;9,227499976
2021-09;Norvège;Consommation brute;9,458534226
2021-10;Norvège;Consommation brute;10,95104248
2021-11;Norvège;Consommation brute;12,40478982
2021-12;Norvège;Consommation brute;14,34746921
2022-01;Norvège;Consommation brute;13,85834575
2022-02;Norvège;Consommation brute;12,54145608
2022-03;Norvège;Consommation brute;12,49917913
2022-04;Norvège;Consommation brute;10,97648486
2022-05;Norvège;Consommation brute;9,987878177
2022-06;Norvège;Consommation brute;8,893233731
2022-07;Norvège;Consommation brute;8,866375198
2022-08;Norvège;Consommation brute;8,986807552
2022-09;Norvège;Consommation brute;9,121997406
2022-10;Norvège;Consommation brute;10,51720772
2022-11;Norvège;Consommation brute;11,42619298
2022-12;Norvège;Consommation brute;13,93361465
2023-01;Norvège;Consommation brute;13,64773263
2023-02;Norvège;Consommation brute;11,96961381
2023-03;Norvège;Consommation brute;13,41533034
2023-04;Norvège;Consommation brute;10,81523059
2023-05;Norvège;Consommation brute;9,699378703
2023-06;Norvège;Consommation brute;8,627826327
2023-07;Norvège;Consommation brute;8,555602655
2023-08;Norvège;Consommation brute;9,029669542
2023-09;Norvège;Consommation brute;8,988095745
2023-10;Norvège;Consommation brute;11,61007383
2023-11;Norvège;Consommation brute;13,34282337
2023-12;Norvège;Consommation brute;14,79111137
2024-01;Norvège;Consommation brute;15,40832461
2024-02;Norvège;Consommation brute;13,41325553
2024-03;Norvège;Consommation brute;12,8231881
2024-04;Norvège;Consommation brute;11,30562915
2024-05;Norvège;Consommation brute;9,38098136
2024-06;Norvège;Consommation brute;9,052853429
2024-07;Norvège;Consommation brute;8,866274793
2024-08;Norvège;Consommation brute;9,263149683
2024-09;Norvège;Consommation brute;9,572499104
2024-10;Norvège;Consommation brute;11,35580268
2024-11;Norvège;Consommation brute;12,64692562
2024-12;Norvège;Consommation brute;13,74385683
2025-01;Norvège;Consommation brute;14,79157172
2025-02;Norvège;Consommation brute;13,04429746
2025-03;Norvège;Consommation brute;12,92696672
2025-04;Norvège;Consommation brute;10,86118183
2025-05;Norvège;Consommation brute;10,08245256
2025-06;Norvège;Consommation brute;9,19625906
2025-07;Norvège;Consommation brute;9,016600414
2025-08;Norvège;Consommation brute;9,561622696
2025-09;Norvège;Consommation brute;9,677312237
2025-10;Norvège;Consommation brute;11,51394801
2025-11;Norvège;Consommation brute;12,72479693
2016-01;Pologne;Consommation brute;14,84960859
2016-02;Pologne;Consommation brute;13,59569463
2016-03;Pologne;Consommation brute;14,15236677
2016-04;Pologne;Consommation brute;13,08044586
2016-05;Pologne;Consommation brute;12,81817932
2016-06;Pologne;Consommation brute;12,96739743
2016-07;Pologne;Consommation brute;13,11577255
2016-08;Pologne;Consommation brute;13,16157058
2016-09;Pologne;Consommation brute;13,23313594
2016-10;Pologne;Consommation brute;14,16940576
2016-11;Pologne;Consommation brute;14,29225372
2016-12;Pologne;Consommation brute;14,94559771
2017-01;Pologne;Consommation brute;15,57861219
2017-02;Pologne;Consommation brute;13,90757709
2017-03;Pologne;Consommation brute;14,4489631
2017-04;Pologne;Consommation brute;13,30750716
2017-05;Pologne;Consommation brute;13,3939912
2017-06;Pologne;Consommation brute;12,97130461
2017-07;Pologne;Consommation brute;13,44783434
2017-08;Pologne;Consommation brute;13,5867645
2017-09;Pologne;Consommation brute;13,56991325
2017-10;Pologne;Consommation brute;14,52293694
2017-11;Pologne;Consommation brute;14,67511365
2017-12;Pologne;Consommation brute;14,95311285
2018-01;Pologne;Consommation brute;15,41332821
2018-02;Pologne;Consommation brute;14,3609433
2018-03;Pologne;Consommation brute;15,43497092
2018-04;Pologne;Consommation brute;13,20525007
2018-05;Pologne;Consommation brute;13,36555884
2018-06;Pologne;Consommation brute;13,45358416
2018-07;Pologne;Consommation brute;13,89606717
2018-08;Pologne;Consommation brute;13,98590127
2018-09;Pologne;Consommation brute;13,61082938
2018-10;Pologne;Consommation brute;14,59095056
2018-11;Pologne;Consommation brute;14,66569253
2018-12;Pologne;Consommation brute;15,09828622
2019-01;Pologne;Consommation brute;15,84923261
2019-02;Pologne;Consommation brute;13,85966304
2019-03;Pologne;Consommation brute;14,70866201
2019-04;Pologne;Consommation brute;13,40840331
2019-05;Pologne;Consommation brute;13,63096319
2019-06;Pologne;Consommation brute;13,38768967
2019-07;Pologne;Consommation brute;13,65919473
2019-08;Pologne;Consommation brute;13,56988628
2019-09;Pologne;Consommation brute;13,38789481
2019-10;Pologne;Consommation brute;14,58125718
2019-11;Pologne;Consommation brute;14,27044948
2019-12;Pologne;Consommation brute;14,60447989
2020-01;Pologne;Consommation brute;15,1784618
2020-02;Pologne;Consommation brute;14,14768766
2020-03;Pologne;Consommation brute;14,2062551
2020-04;Pologne;Consommation brute;12,08863968
2020-05;Pologne;Consommation brute;12,48845498
2020-06;Pologne;Consommation brute;12,57763101
2020-07;Pologne;Consommation brute;13,28650127
2020-08;Pologne;Consommation brute;13,4023094
2020-09;Pologne;Consommation brute;13,43978312
2020-10;Pologne;Consommation brute;14,69173946
2020-11;Pologne;Consommation brute;14,55103469
2020-12;Pologne;Consommation brute;15,22619266
2021-01;Pologne;Consommation brute;15,54341379
2021-02;Pologne;Consommation brute;14,56190722
2021-03;Pologne;Consommation brute;15,34597432
2021-04;Pologne;Consommation brute;13,81987621
2021-05;Pologne;Consommation brute;13,62383238
2021-06;Pologne;Consommation brute;13,65273487
2021-07;Pologne;Consommation brute;14,45033668
2021-08;Pologne;Consommation brute;13,89854898
2021-09;Pologne;Consommation brute;13,93113525
2021-10;Pologne;Consommation brute;14,6541718
2021-11;Pologne;Consommation brute;14,95529561
2021-12;Pologne;Consommation brute;16,19669289
2022-01;Pologne;Consommation brute;15,75113597
2022-02;Pologne;Consommation brute;14,09581305
2022-03;Pologne;Consommation brute;15,42390241
2022-04;Pologne;Consommation brute;14,25830311
2022-05;Pologne;Consommation brute;13,71105563
2022-06;Pologne;Consommation brute;13,52134515
2022-07;Pologne;Consommation brute;13,82652711
2022-08;Pologne;Consommation brute;13,98695584
2022-09;Pologne;Consommation brute;13,45303341
2022-10;Pologne;Consommation brute;14,16862243
2022-11;Pologne;Consommation brute;14,68791054
2022-12;Pologne;Consommation brute;15,5083232
2023-01;Pologne;Consommation brute;15,09858823
2023-02;Pologne;Consommation brute;13,97020966
2023-03;Pologne;Consommation brute;14,90305202
2023-04;Pologne;Consommation brute;13,19231814
2023-05;Pologne;Consommation brute;12,9227374
2023-06;Pologne;Consommation brute;12,61903043
2023-07;Pologne;Consommation brute;13,04364781
2023-08;Pologne;Consommation brute;13,26960822
2023-09;Pologne;Consommation brute;13,1146825
2023-10;Pologne;Consommation brute;14,12899257
2023-11;Pologne;Consommation brute;14,63897517
2023-12;Pologne;Consommation brute;15,19990922
2024-01;Pologne;Consommation brute;15,97760552
2024-02;Pologne;Consommation brute;14,11577956
2024-03;Pologne;Consommation brute;14,44143459
2024-04;Pologne;Consommation brute;13,3936672
2024-05;Pologne;Consommation brute;13,04133562
2024-06;Pologne;Consommation brute;12,86305475
2024-07;Pologne;Consommation brute;13,02295477
2024-08;Pologne;Consommation brute;12,69269834
2024-09;Pologne;Consommation brute;12,38452732
2024-10;Pologne;Consommation brute;13,64074646
2024-11;Pologne;Consommation brute;13,86585916
2024-12;Pologne;Consommation brute;14,12976883
2025-01;Pologne;Consommation brute;14,72243646
2025-02;Pologne;Consommation brute;13,63921407
2025-03;Pologne;Consommation brute;13,6275817
2025-04;Pologne;Consommation brute;12,35929275
2025-05;Pologne;Consommation brute;12,57644282
2025-06;Pologne;Consommation brute;11,92036625
2025-07;Pologne;Consommation brute;12,66268285
2025-08;Pologne;Consommation brute;12,08857628
2025-09;Pologne;Consommation brute;12,38716435
2025-10;Pologne;Consommation brute;13,74468279
2025-11;Pologne;Consommation brute;13,96331058
2016-01;Portugal;Consommation brute;4,412775702
2016-02;Portugal;Consommation brute;4,205159999
2016-03;Portugal;Consommation brute;4,349660705
2016-04;Portugal;Consommation brute;3,979900105
2016-05;Portugal;Consommation brute;3,865271506
2016-06;Portugal;Consommation brute;3,859173999
2016-07;Portugal;Consommation brute;4,253608996
2016-08;Portugal;Consommation brute;4,023006596
2016-09;Portugal;Consommation brute;3,988138505
2016-10;Portugal;Consommation brute;3,926586899
2016-11;Portugal;Consommation brute;4,081787399
2016-12;Portugal;Consommation brute;4,324427207
2017-01;Portugal;Consommation brute;4,721361604
2017-02;Portugal;Consommation brute;4,029147797
2017-03;Portugal;Consommation brute;4,242671099
2017-04;Portugal;Consommation brute;3,718243999
2017-05;Portugal;Consommation brute;3,987373497
2017-06;Portugal;Consommation brute;4,060571903
2017-07;Portugal;Consommation brute;4,228253299
2017-08;Portugal;Consommation brute;4,030767393
2017-09;Portugal;Consommation brute;3,996186698
2017-10;Portugal;Consommation brute;4,037541505
2017-11;Portugal;Consommation brute;4,072431798
2017-12;Portugal;Consommation brute;4,502827694
2018-01;Portugal;Consommation brute;4,699964903
2018-02;Portugal;Consommation brute;4,245724004
2018-03;Portugal;Consommation brute;4,636807803
2018-04;Portugal;Consommation brute;4,098100403
2018-05;Portugal;Consommation brute;3,985829702
2018-06;Portugal;Consommation brute;3,966246398
2018-07;Portugal;Consommation brute;4,199988198
2018-08;Portugal;Consommation brute;4,139783798
2018-09;Portugal;Consommation brute;4,1653971
2018-10;Portugal;Consommation brute;4,085656404
2018-11;Portugal;Consommation brute;4,281947095
2018-12;Portugal;Consommation brute;4,397833503
2019-01;Portugal;Consommation brute;4,816199194
2019-02;Portugal;Consommation brute;4,119950595
2019-03;Portugal;Consommation brute;4,173019002
2019-04;Portugal;Consommation brute;3,983238997
2019-05;Portugal;Consommation brute;4,086513501
2019-06;Portugal;Consommation brute;3,885328205
2019-07;Portugal;Consommation brute;4,271466998
2019-08;Portugal;Consommation brute;3,972853699
2019-09;Portugal;Consommation brute;4,036604295
2019-10;Portugal;Consommation brute;4,163929804
2019-11;Portugal;Consommation brute;4,347413696
2019-12;Portugal;Consommation brute;4,491448398
2020-01;Portugal;Consommation brute;4,856383502
2020-02;Portugal;Consommation brute;4,125676396
2020-03;Portugal;Consommation brute;4,1522268
2020-04;Portugal;Consommation brute;3,511088902
2020-05;Portugal;Consommation brute;3,549549795
2020-06;Portugal;Consommation brute;3,603269601
2020-07;Portugal;Consommation brute;4,271058294
2020-08;Portugal;Consommation brute;3,947329603
2020-09;Portugal;Consommation brute;4,030842297
2020-10;Portugal;Consommation brute;4,071133505
2020-11;Portugal;Consommation brute;4,130769205
2020-12;Portugal;Consommation brute;4,560024096
2021-01;Portugal;Consommation brute;4,983484301
2021-02;Portugal;Consommation brute;3,996342702
2021-03;Portugal;Consommation brute;4,073304003
2021-04;Portugal;Consommation brute;3,742572802
2021-05;Portugal;Consommation brute;3,921464096
2021-06;Portugal;Consommation brute;3,842697798
2021-07;Portugal;Consommation brute;4,129353901
2021-08;Portugal;Consommation brute;3,961570407
2021-09;Portugal;Consommation brute;4,010844099
2021-10;Portugal;Consommation brute;4,020928697
2021-11;Portugal;Consommation brute;4,286208795
2021-12;Portugal;Consommation brute;4,500954703
2022-01;Portugal;Consommation brute;4,639117802
2022-02;Portugal;Consommation brute;4,112864994
2022-03;Portugal;Consommation brute;4,460187702
2022-04;Portugal;Consommation brute;4,001401201
2022-05;Portugal;Consommation brute;4,049281301
2022-06;Portugal;Consommation brute;3,967289392
2022-07;Portugal;Consommation brute;4,413048103
2022-08;Portugal;Consommation brute;4,024009304
2022-09;Portugal;Consommation brute;3,989557199
2022-10;Portugal;Consommation brute;4,048094493
2022-11;Portugal;Consommation brute;4,179520306
2022-12;Portugal;Consommation brute;4,4238288
2023-01;Portugal;Consommation brute;4,828723308
2023-02;Portugal;Consommation brute;4,235042403
2023-03;Portugal;Consommation brute;4,411087002
2023-04;Portugal;Consommation brute;3,773922599
2023-05;Portugal;Consommation brute;3,978907797
2023-06;Portugal;Consommation brute;3,999376802
2023-07;Portugal;Consommation brute;4,177214199
2023-08;Portugal;Consommation brute;4,100305798
2023-09;Portugal;Consommation brute;3,978088603
2023-10;Portugal;Consommation brute;4,178453795
2023-11;Portugal;Consommation brute;4,323994205
2023-12;Portugal;Consommation brute;4,717994896
2024-01;Portugal;Consommation brute;4,904106899
2024-02;Portugal;Consommation brute;4,271339494
2024-03;Portugal;Consommation brute;4,529111199
2024-04;Portugal;Consommation brute;3,9461439
2024-05;Portugal;Consommation brute;4,072622499
2024-06;Portugal;Consommation brute;3,938355408
2024-07;Portugal;Consommation brute;4,3146345
2024-08;Portugal;Consommation brute;4,116908999
2024-09;Portugal;Consommation brute;4,076019095
2024-10;Portugal;Consommation brute;4,3218606
2024-11;Portugal;Consommation brute;4,2562201
2024-12;Portugal;Consommation brute;4,659693296
2025-01;Portugal;Consommation brute;5,015311498
2025-02;Portugal;Consommation brute;4,412121203
2025-03;Portugal;Consommation brute;4,665975598
2025-04;Portugal;Consommation brute;3,988288106
2025-05;Portugal;Consommation brute;4,072402504
2025-06;Portugal;Consommation brute;4,111076199
2025-07;Portugal;Consommation brute;4,480972593
2025-08;Portugal;Consommation brute;4,260080202
2025-09;Portugal;Consommation brute;4,165177596
2025-10;Portugal;Consommation brute;4,377188691
2025-11;Portugal;Consommation brute;4,535801598
2016-01;Roumanie;Consommation brute;5,52334655
2016-02;Roumanie;Consommation brute;4,882981
2016-03;Roumanie;Consommation brute;5,06887558
2016-04;Roumanie;Consommation brute;4,45447004
2016-05;Roumanie;Consommation brute;4,43211445
2016-06;Roumanie;Consommation brute;4,47508914
2016-07;Roumanie;Consommation brute;4,75353109
2016-08;Roumanie;Consommation brute;4,572815
2016-09;Roumanie;Consommation brute;4,492155
2016-10;Roumanie;Consommation brute;5,02986562
2016-11;Roumanie;Consommation brute;5,22786762
2016-12;Roumanie;Consommation brute;5,588431
2017-01;Roumanie;Consommation brute;5,85536596
2017-02;Roumanie;Consommation brute;5,124176
2017-03;Roumanie;Consommation brute;5,111979
2017-04;Roumanie;Consommation brute;4,673022
2017-05;Roumanie;Consommation brute;4,615090603
2017-06;Roumanie;Consommation brute;4,552564
2017-07;Roumanie;Consommation brute;4,831493
2017-08;Roumanie;Consommation brute;4,836061
2017-09;Roumanie;Consommation brute;4,622023
2017-10;Roumanie;Consommation brute;5,02960069
2017-11;Roumanie;Consommation brute;5,250452
2017-12;Roumanie;Consommation brute;5,467142
2018-01;Roumanie;Consommation brute;5,617598
2018-02;Roumanie;Consommation brute;5,260907
2018-03;Roumanie;Consommation brute;5,68449
2018-04;Roumanie;Consommation brute;4,54261
2018-05;Roumanie;Consommation brute;4,66517
2018-06;Roumanie;Consommation brute;4,724591
2018-07;Roumanie;Consommation brute;4,866065
2018-08;Roumanie;Consommation brute;4,859219
2018-09;Roumanie;Consommation brute;4,645013
2018-10;Roumanie;Consommation brute;4,96624964
2018-11;Roumanie;Consommation brute;5,23131
2018-12;Roumanie;Consommation brute;5,636051
2019-01;Roumanie;Consommation brute;5,76852476
2019-02;Roumanie;Consommation brute;5,10396
2019-03;Roumanie;Consommation brute;5,19251585
2019-04;Roumanie;Consommation brute;4,78821305
2019-05;Roumanie;Consommation brute;4,74792143
2019-06;Roumanie;Consommation brute;4,667770851
2019-07;Roumanie;Consommation brute;4,911705601
2019-08;Roumanie;Consommation brute;4,91031843
2019-09;Roumanie;Consommation brute;4,61920145
2019-10;Roumanie;Consommation brute;4,94775528
2019-11;Roumanie;Consommation brute;5,069706841
2019-12;Roumanie;Consommation brute;5,34995237
2020-01;Roumanie;Consommation brute;5,558996
